CVE-2022-21932||Microsoft Dynamics 365 Customer Engagement跨站脚本漏洞。
CVE-2022-23261||微软Edge（基于Chromium）篡改漏洞。
CVE-2022-23262||Microsoft Edge (Chromium-based) Elevation of Privilege 漏洞。这个CVE ID与CVE-2022-23263是唯一的。
CVE-2022-23263||Microsoft Edge (Chromium-based) Elevation of Privilege Vulnerability.此CVE ID与CVE-2022-23262是唯一的。
CVE-2022-23265||Microsoft Defender for IoT Remote Code Execution 漏洞。
CVE-2022-23266||Microsoft Defender for IoT Elevation of Privilege 漏洞。
CVE-2022-23267||.NET和Visual Studio拒绝服务漏洞。该CVE ID与CVE-2022-29117、CVE-2022-29145是唯一的。
CVE-2022-23268||Windows Hyper-V拒绝服务漏洞。
CVE-2022-23269||Microsoft Dynamics GP Spoofing 漏洞。
CVE-2022-2327||io_uring使用work_flags来确定哪些身份需要从调用进程中抓取，以确保在执行IORING_OP时与调用进程一致。一些操作缺少一些类型，这可能会导致不正确的引用计数，然后导致双重自由。我们建议升级内核，使其超过df3f3bb5059d20ef094d6b2f0256c4bf4127a859的提交。
CVE-2022-23270||点对点隧道协议远程代码执行漏洞。该CVE ID与CVE-2022-21972是唯一的。
CVE-2022-23271||Microsoft Dynamics GP权限提升漏洞。该CVE ID与CVE-2022-23272、CVE-2022-23273是唯一的。
CVE-2022-23272||Microsoft Dynamics GP提升权限漏洞。该CVE ID与CVE-2022-23271, CVE-2022-23273是唯一的。
CVE-2022-23273||Microsoft Dynamics GP提升权限漏洞。此CVE ID与CVE-2022-23271, CVE-2022-23272是唯一的。
CVE-2022-23274||Microsoft Dynamics GP远程代码执行漏洞。
CVE-2022-23276||SQL Server for Linux Containers 特权提升漏洞。
CVE-2022-23277||Microsoft Exchange Server Remote Code Execution Vulnerability.
CVE-2022-23278||Microsoft Defender for Endpoint Spoofing 漏洞。
CVE-2022-23279||Windows ALPC权限提升漏洞。
CVE-2022-2328||Flexi Quote Rotator WordPress插件在0.9.4版本中没有对其设置进行消毒和转义，即使在禁止unfiltered_html功能的情况下，也允许管理员等高权限用户进行跨网站脚本攻击。
CVE-2022-23280||Microsoft Outlook for Mac Security Feature Bypass 漏洞。
CVE-2022-23281||Windows通用日志文件系统驱动程序信息泄露漏洞。
CVE-2022-23282||Paint 3D远程代码执行漏洞。
CVE-2022-23283||Windows ALPC权限提升漏洞。该CVE ID与CVE-2022-23287、CVE-2022-24505是唯一的。
CVE-2022-23284||Windows Print Spooler权限提升漏洞。
CVE-2022-23285||远程桌面客户端远程代码执行漏洞。该CVE ID与CVE-2022-21990是唯一的。
CVE-2022-23286||Windows Cloud Files Mini Filter Driver Elevation of Privilege 漏洞。
CVE-2022-23287||Windows ALPC 特权提升漏洞。该CVE ID与CVE-2022-23283、CVE-2022-24505是唯一的。
CVE-2022-23288||Windows DWM核心库权限提升漏洞。该CVE ID与CVE-2022-23291是唯一的。
CVE-2022-23290||Windows Inking COM权限提升漏洞。
CVE-2022-23291||Windows DWM核心库权限提升漏洞。该CVE ID与CVE-2022-23288是唯一的。
CVE-2022-23292||Microsoft Power BI Spoofing Vulnerability.
CVE-2022-23293||Windows Fast FAT File System Driver Elevation of Privilege 漏洞。
CVE-2022-23294||Windows Event Tracing 远程代码执行漏洞。
CVE-2022-23295||Raw Image Extension远程代码执行漏洞。该CVE ID与CVE-2022-23300是唯一的。
CVE-2022-23296||Windows安装程序权限提升漏洞。
CVE-2022-23297||Windows NT Lan Manager Datagram Receiver Driver Information Disclosure Vulnerability.
CVE-2022-23298||Windows NT OS Kernel Elevation of Privilege Vulnerability.
CVE-2022-23299||Windows PDEV 特权提升漏洞。
CVE-2022-2330||Windows DLP Endpoint for 11.9.100之前的XML外部实体引用限制不当漏洞，允许远程攻击者通过精心构建的XML文件，使DLP代理访问一个攻击者通常无法访问的本地服务，而DLP代理没有正确解析该文件。
CVE-2022-23300||Raw Image Extension远程代码执行漏洞。该CVE ID与CVE-2022-23295是唯一的。
CVE-2022-23301|HEVC视频扩展远程代码执行漏洞。该CVE ID与CVE-2022-22006、CVE-2022-22007、CVE-2022-24452、CVE-2022-24453、CVE-2022-24456唯一。
CVE-2022-23302||JMSSink在所有版本的Log4j 1.x中，当攻击者对Log4j配置有写入权限，或者配置引用了攻击者可以访问的LDAP服务时，容易被反序列化为不信任的数据。攻击者可以提供一个TopicConnectionFactoryBindingName配置，导致JMSSink执行JNDI请求，导致远程代码执行，其方式与CVE-2021-4104类似。注意这个问题只影响Log4j 1.x，当特别配置为使用JMSSink时，这不是默认的。Apache Log4j 1.2在2015年8月达到生命末期。用户应该升级到Log4j 2，因为它解决了以前版本的许多其他问题。
CVE-2022-23303||2.10之前的hostapd和2.10之前的wpa_supplicant中SAE的实现，由于缓存访问模式的原因，容易受到侧信道攻击。注意：这个问题的存在是由于CVE-2019-9494的不完整修复。
CVE-2022-23304||2.10之前的hostapd和2.10之前的wpa_supplicant中的EAP-pwd实现容易受到缓存访问模式导致的旁路攻击。注意：这个问题的存在是因为CVE-2019-9495的修复不完整。
CVE-2022-23305||根据设计，Log4j 1.2.x中的JDBCAppender接受一个SQL语句作为配置参数，其中要插入的值是PatternLayout中的转换器。消息转换器，%m，可能总是被包括在内。这允许攻击者通过在应用程序的输入字段或标题中输入精心制作的字符串来操纵SQL，这些字符串被记录下来，允许执行非故意的SQL查询。注意这个问题只影响到Log4j 1.x，当特别配置为使用JDBCAppender时，这不是默认的。从2.0-beta8版本开始，JDBCAppender被重新引入，并适当支持参数化的SQL查询和进一步自定义写入日志的列。Apache Log4j 1.2在2015年8月达到生命周期的终点。用户应该升级到Log4j 2，因为它解决了以前版本的许多其他问题。
CVE-2022-23307||CVE-2020-9493发现了Apache Chainsaw中存在的反序列化问题。在Chainsaw V2.0之前，Chainsaw是Apache Log4j 1.2.x的一个组件，其中存在同样的问题。
CVE-2022-23308||2.9.13之前libxml2中的valid.c有一个ID和IDREF属性的使用后释放。
CVE-2022-23312|||在Spectrum Power 4（所有版本<V4.70 SP9安全补丁1）中发现一个漏洞。受影响产品中的集成网络应用程序 "在线帮助 "包含一个跨站脚本(XSS)漏洞，如果毫无戒心的用户被欺骗访问一个恶意链接，可能被利用。
CVE-2022-23314||MCMS v5.2.4被发现通过/ms/mdiy/model/importJson.do包含一个SQL注入漏洞。
CVE-2022-23315||MCMS v5.2.4被发现通过组件/ms/template/writeFileContent.do包含一个任意文件上传漏洞。
CVE-2022-23316|||在taoCMS v3.0.2发现一个问题。存在任意读取文件的漏洞，可以通过admin.php?action=file&ctrl=download&path=././1.txt读取任何文件。
CVE-2022-23317||CobaltStrike <=4.5 HTTP(S)监听器没有确定请求的URL是否以"/"开头，攻击者可以通过指定URL获得相关信息。
CVE-2022-23318||pcf2bdf中的堆缓冲区溢出，版本>=1.05，允许攻击者通过特制的PCF字体文件触发不安全内存访问。这种越界读取可能导致应用程序崩溃，通过程序内存泄露信息或其他与上下文有关的影响。
CVE-2022-23319||在pcf2bdf版本>=1.05的PCF文件解析过程中存在分段错误，允许攻击者通过特制的PCF字体文件触发程序崩溃。这一崩溃影响了软件和依赖的下游组件的可用性。
CVE-2022-2332||在霍尼韦尔SoftMaster 4.51版本中，由于不安全的权限分配，本地无特权的攻击者可能升级到管理员权限。
CVE-2022-23320||XMPie uStore 12.3.7244.0允许管理员基于原始SQL查询生成报告。由于该应用程序带有默认的管理证书，攻击者可能会验证该应用程序并从数据库中渗出敏感信息。
CVE-2022-23321||在12.3.7244.0版的XMPie UStore应用程序中编辑用户时，管理面板中的两个输入字段存在持续的跨站脚本（XSS）漏洞。
CVE-2022-23327||Go-Ethereum 1.10.12和旧版本中的一个设计缺陷允许攻击者节点在一条消息中发送5120个具有高油价的未来交易，这可以清除受害者节点内存池中的所有未决交易，导致拒绝服务（DoS）。
CVE-2022-23328||所有版本的Go-Ethereum的设计缺陷允许攻击者节点从一个账户中发送5120个高油价的未来交易，这些交易都完全花费了该账户的全部余额，这可以清除受害者节点内存池中的所有未决交易，然后占据内存池，阻止新交易进入内存池，导致拒绝服务（DoS）。
CVE-2022-23329||UJCMS Jspxcms v10.2.0的${"freemarker.template.utility.Execute"?new()存在漏洞，攻击者可以通过上传恶意文件执行任意命令。
CVE-2022-2333|||如果攻击者设法欺骗有效用户加载恶意DLL，攻击者可能在Honeywell SoftMaster 4.51版应用程序的上下文和权限中实现代码执行。
CVE-2022-23330|||jpress v4.2.0的HelloWorldAddonController.java存在远程代码执行（RCE）漏洞，攻击者可以通过精心制作的JAR包执行任意代码。
CVE-2022-23331|||在DataEase v1.6.1中，认证用户可以未经授权访问所有用户信息，并可以更改管理员密码。
CVE-2022-23332||在深圳市易简信息技术有限公司的手动Ping表格（Web UI）中存在命令注入漏洞。ACOM508/ACOM516/ACOM532 609-915-041-100-020允许远程攻击者通过该字段注入任意代码。
CVE-2022-23335||Metinfo v7.5.0被发现在language_general.class.php中通过doModifyParameter包含一个SQL注入漏洞。
CVE-2022-23336||S-CMS v5.0被发现在member_pay.php中通过O_id参数包含一个SQL注入漏洞。
CVE-2022-23337||DedeCMS v5.7.87被发现在article_coonepage_rule.php中通过ids参数包含一个SQL注入漏洞。
CVE-2022-2334||该应用程序搜索一个库的dll，但没有找到。如果攻击者能够放置一个具有此名称的dll，那么攻击者可以利用它在目标Softing Secure Integration Server V1.22上执行任意代码。
CVE-2022-23340||Joplin 2.6.10允许远程攻击者通过用户搜索结果中的恶意代码执行系统命令。
CVE-2022-23342||Hyland Onbase Application Server 20.3.58.1000之前的版本和OnBase 21.1.1.1000至21.1.15.1000版本存在用户名枚举漏洞。攻击者可以通过向/mobilebroker/ServiceToBroker.svc/Json/Connect端点发送POST登录请求，根据无效和有效用户返回的响应获得有效用户。这可能导致针对底层活动目录集成系统的用户枚举。
CVE-2022-23345||BigAnt Software BigAnt Server v5.6.06 被发现包含不正确的访问控制。
CVE-2022-23346||BigAnt Software BigAnt Server v5.6.06 被发现包含不正确的访问控制问题。
CVE-2022-23347||BigAnt Software BigAnt Server v5.6.06 被发现易受目录穿越攻击。
CVE-2022-23348||BigAnt Software BigAnt Server v5.6.06 被发现利用弱密码散列。
CVE-2022-23349||BigAnt Software BigAnt Server v5.6.06 被发现包含跨站请求伪造 (CSRF)。
CVE-2022-2335||在Softing Secure Integration Server V1.22中，一个带有-1内容长度头的精心制作的HTTP数据包可以创造一个拒绝服务条件。
CVE-2022-23350||BigAnt Software BigAnt Server v5.6.06被发现含有跨站脚本（XSS）漏洞。
CVE-2022-23352||BigAnt Software BigAnt Server v5.6.06中的一个问题可导致拒绝服务（DoS）。
CVE-2022-23357||mozilo2.0 被发现容易受到通过参数 curent_dir 的目录遍历攻击。
CVE-2022-23358||EasyCMS v1.6允许通过ArticlemAction.class.php进行SQL注入。在后台，用户提供的搜索词没有经过消毒处理，直接用于构建SQL语句。
CVE-2022-2336||Softing Secure Integration Server, edgeConnector, and edgeAggregator软件的默认管理员凭证为`admin`，密码为`admin`。这使得Softing可以直接登录到服务器上执行管理功能。在安装时或首次登录时，应用程序不会要求用户改变`admin`密码。没有警告或提示要求用户改变默认密码，要改变密码，需要很多步骤。
CVE-2022-23363||网上银行系统v1.0被发现包含一个通过index.php的SQL注入漏洞。
CVE-2022-23364||HMS v1.0被发现通过adminlogin.php包含一个SQL注入漏洞。
CVE-2022-23365||HMS v1.0被发现通过doctorlogin.php包含一个SQL注入的漏洞。
CVE-2022-23366||HMS v1.0被发现通过patientlogin.php包含一个SQL注入漏洞。
CVE-2022-23367||Fulusso v1.1被发现在/BindAccount/SuccessTips.js中包含一个基于DOM的跨站脚本（XSS）漏洞。该漏洞允许攻击者通过开放重定向向受害用户的设备注入恶意代码。
CVE-2022-2337|||在Softing安全集成服务器V1.22中，一个带有缺失的HTTP URI的精心制作的HTTP数据包可以创建一个拒绝服务条件。
CVE-2022-23375||WikiDocs 0.1.18版存在一个验证的远程代码执行漏洞。攻击者可以通过index.php使用图片上传表单上传恶意文件。
CVE-2022-23376||WikiDocs 0.1.18版在不同页面存在多个反射式XSS漏洞。
CVE-2022-23377||5.0以下的Archeevo受本地文件包含影响，通过file=~/web.config允许攻击者检索本地文件。
CVE-2022-23378||TastyIgniter的3.2.2版本中存在跨站脚本（XSS）漏洞。向/admin/allergens/edit/1发出的请求中的 "items%5B0%5D%5Bpath%5D "参数存在漏洞。
CVE-2022-23379||Emlog v6.0被发现通过getblogidsfromtagid()的$TagID参数包含一个SQL注入漏洞。
CVE-2022-2338||Softing Secure Integration Server V1.22存在通过中间机器攻击绕过认证的漏洞。默认情况下，管理界面可通过明文HTTP协议访问，为攻击提供便利。HTTP请求中可能包含会话cookie，它可能被捕获用于验证服务器。
CVE-2022-23380||在taocms 3.0.2的后台参数id:action=admin&id=2&ctrl=edit中存在SQL注入漏洞。
CVE-2022-23383||YzmCMS v6.3受到访问控制漏洞的影响。在没有登录的情况下，可以实现对用户个人主页的未授权访问。在访问个人主页前需要判断用户的登录状态，但由于没有进行真正的认证，该漏洞可以通过非登录状态访问其他用户的主页。
CVE-2022-23384||YzmCMS v6.3受/admin.add的跨站请求伪造（CSRF）影响
CVE-2022-23387||在taocms 3.0.2发现一个问题。这是一个SQL盲注，可以通过评论更新字段获取数据库数据。
CVE-2022-23389||PublicCMS v4.0被发现包含一个通过cmdarray参数的远程代码执行（RCE）漏洞。
CVE-2022-2339||利用这个SSRF漏洞，攻击者可以到达内部地址，以服务器的身份提出请求并读取其内容。这种攻击可能导致敏感信息的泄露。
CVE-2022-23390||BBS Forum v5.3及以下版本getType函数中的一个问题允许攻击者上传任意文件。
CVE-2022-23391|| Pybbs v6.0中的一个跨站脚本（XSS）漏洞允许攻击者通过在搜索框中插入精心制作的有效载荷执行任意网页脚本或HTML。
CVE-2022-23395||jQuery Cookie 1.4.1受到原型污染的影响，这可能导致DOM跨站脚本（XSS）。
CVE-2022-23397||雪松门EZ-NET门户网站6.5.5 6.8.0互联网门户网站有一个向用户显示信息的调用，该调用没有对通过URL参数送入的数据进行适当处理。这导致了一个反射式跨站脚本漏洞。
CVE-2022-23399||TCL LinkHub Mesh Wifi MS1G_00_01.00_14的confsrv set_port_fwd_rule功能中存在基于栈的缓冲区溢出漏洞。一个特别制作的网络数据包可以导致基于堆栈的缓冲区溢出。攻击者可以发送恶意数据包来触发此漏洞。
CVE-2022-2340||W-DALIL WordPress插件在2.0版本中没有对某些字段进行处理和转义，当unfiltered_html功能被禁止时（例如在多站点设置中），这可能允许管理员等高权限用户执行存储跨站脚本攻击。
CVE-2022-23400||Accusoft ImageGear 19.10的IGXMPXMLParser::parseDelimiter功能中存在堆栈式缓冲区溢出漏洞。一个特别制作的PSD文件可以溢出堆栈缓冲区，这可能导致拒绝服务，或者根据应用程序，导致信息泄露。攻击者可以提供一个恶意文件来触发这个漏洞。
CVE-2022-23401||以下横河电机产品包含不安全的DLL加载问题。CENTUM CS 3000版本从R3.08.10到R3.09.00，CENTUM VP版本从R4.01.00到R4.03.00，从R5.01.00到R5.04.20，以及从R6.01.00到R6.08.00，Exaopc版本从R3.72.00到R3.79.00。
CVE-2022-23402||以下横河电机产品对CAMS服务器应用的密码进行了硬编码。CENTUM VP版本从R5.01.00到R5.04.20和版本从R6.01.00到R6.08.00，Exaopc版本从R3.72.00到R3.79.00。
CVE-2022-23403||版本4.1之前的Intel(R) Data Center Manager软件中不正确的输入验证可能允许认证用户通过本地访问实现潜在的拒绝服务。
CVE-2022-23408||5.1.1之前的wolfSSL 5.x在某些情况下使用非随机IV值。这影响到使用AES-CBC或DES3与TLS 1.1或1.2或DTLS 1.1或1.2的连接（没有AEAD）。这是因为内部.c中的BuildMessage的内存初始化位置错误。
CVE-2022-23409||Craft CMS 3.0.4之前的日志插件允许远程攻击者通过Controller.php中actionStream的输入来读取任意文件。
CVE-2022-2341||1.4.1之前的Simple Page Transition WordPress插件没有对其部分设置进行消毒和转义，这可能允许管理员等高权限用户在unfiltered_html功能被禁止时进行存储跨站脚本攻击（例如，在多站点设置中）。
CVE-2022-23410||AXIS IP Utility在4.18.0之前允许通过DLL劫持的方式实现远程代码执行和本地权限升级。IPUtility.exe会尝试从其当前工作目录中加载DLL，如果一个被破坏的DLL被放置在同一文件夹中，就会允许远程代码执行。
CVE-2022-2342||跨站脚本(XSS) - 存储在GitHub存储库大纲/大纲之前的版本0.64.4。
CVE-2022-23425||SMR Feb-2022 Release 1之前Exynos基带中不正确的输入验证，允许攻击者用假基站发送任意的NAS信令信息。
CVE-2022-23426||SMR Feb-2022 Release 1之前的DeX Home和DeX for PC中使用PendingIntent的漏洞允许攻击者以系统权限访问文件。
CVE-2022-23427||SMR Feb-2022 Release 1之前的KnoxPrivacyNoticeReceiver中的PendingIntent劫持漏洞，允许本地攻击者通过隐含的Intent在未经许可的情况下访问媒体文件。
CVE-2022-23428||SMR Feb-2022 Release 1 之前的 eden_runtime hal service 中不适当的边界检查允许任意写入内存和执行代码。
CVE-2022-23429||在SMR Feb-2022 Release 1之前，音频hal服务中一个不恰当的边界检查允许攻击者读取无效内存，导致应用程序崩溃。
CVE-2022-2343||9.0.0044之前的GitHub资源库vim/vim中基于堆的缓冲区溢出。
CVE-2022-23431||SMR Feb-2022 Release 1 之前的 RPMB ldfw 中不适当的边界检查允许任意写入内存和执行代码。
CVE-2022-23432||在 SMR Feb-2022 Release 1 之前，RPMB ldfw 的 SMC_SRPMB_WSM 处理程序中有不当的输入验证，允许任意写入内存和执行代码。
CVE-2022-23433||在Android S(12)的12.3.01.3000、Android R(11)的12.2.05.6000和Andoid Q(10)的11.6.08.6000版本之前的Reminder中存在不当的访问控制漏洞，允许攻击者远程注册提醒者或执行暴露的活动。
CVE-2022-23434||在Android S(12)的3.7.60.8、Andorid R(11)的3.7.50.6及以下版本的Bixby Vision中使用PendingIntent的漏洞，允许攻击者通过劫持和修改意图执行特权行动。
CVE-2022-23435||1.2.24之前android-gif-drawable中的decoding.c没有限制注释的最大长度，导致拒绝服务。
CVE-2022-23437||Apache Xerces Java (XercesJ) 的 XML 解析器在处理特制的 XML 文档有效载荷时存在漏洞。这导致XercesJ的XML解析器在无限循环中等待，有时可能长时间消耗系统资源。该漏洞存在于XercesJ 2.12.1版及以前的版本中。
CVE-2022-23438||FortiOS 7.0.5及以前版本和6.4.9及以前版本中的一个不恰当的中和网页生成过程中的输入（"跨站脚本"）[CWE-79]漏洞，可能允许未经认证的远程攻击者在圈养门户认证替换页面中执行反射式跨站脚本（XSS）攻击。
CVE-2022-2344||GitHub 仓库 vim/vim 在 9.0.0045 之前存在基于堆的缓冲区溢出。
CVE-2022-23440||FortiEDR收集器5.0.2、5.0.1、5.0.0、4.0.0版本的注册机制中使用硬编码加密密钥的漏洞[CWE-321]，可能允许本地攻击者禁用和卸载同一部署中的端点的收集器。
CVE-2022-23441||FortiEDR 5.0.2, 5.0.1, 5.0.0, 4.0.0版本中使用硬编码加密密钥的漏洞[CWE-321]可能允许网络上未认证的攻击者伪装成并伪造来自其他收集器的消息。
CVE-2022-23442||FortiOS 6.2.0至6.2.11、6.4.0至6.4.8和7.0.0至7.0.5版本中的不当访问控制漏洞[CWE-284]可能允许具有限制性用户配置文件的认证攻击者通过CLI命令收集其他VDOM的检查和信息。
CVE-2022-23443||在Fortinet FortiSOAR 7.2.0之前，一个不恰当的访问控制允许未经认证的攻击者通过制作的HTTP GET请求访问网关API数据。
CVE-2022-23446||在Fortinet FortiEDR 5.0.3版和更早的版本中，对资源的不当控制贯穿其生命周期，允许攻击者通过改变其根目录访问权限使整个应用程序无响应。
CVE-2022-23448||在SIMATIC Energy Manager Basic（所有版本<V7.3 Update 1）、SIMATIC Energy Manager PRO（所有版本<V7.3 Update 1）中发现一个漏洞。受影响的应用程序不适当地分配权限给应用程序进程使用的关键目录和文件。这可能允许本地无权攻击者以ADMINISTRATOR或甚至NT AUTHORITY/SYSTEM的权限实现代码执行。
CVE-2022-23449||SIMATIC Energy Manager Basic（所有版本<V7.3 Update 1）、SIMATIC Energy Manager PRO（所有版本<V7.3 Update 1）中发现一个漏洞。DLL劫持漏洞可能允许本地攻击者通过将恶意DLL放置在DLL搜索路径的某个目录中，以高权限执行代码。
CVE-2022-2345|||在 GitHub 仓库 vim/vim 9.0.0046 之前使用 After Free。
CVE-2022-23450||在SIMATIC Energy Manager Basic（所有版本<V7.3 Update 1）、SIMATIC Energy Manager PRO（所有版本<V7.3 Update 1）中发现一个漏洞。受影响的系统允许远程用户发送恶意制作的对象。由于受影响的软件对用户提供的内容进行不安全的反序列化，未经认证的攻击者可以通过发送恶意制作的序列化对象来利用这一漏洞。这可能允许攻击者以SYSTEM权限在设备上执行任意代码。
CVE-2022-23451||在openstack-barbican发现一个授权缺陷。秘密元数据API的默认策略规则允许任何认证用户从任何秘密中添加、修改或删除元数据，无论所有权如何。这个缺陷允许网络上的攻击者修改或删除受保护的数据，通过消耗受保护的资源造成拒绝服务。
CVE-2022-23452||在openstack-barbican中发现一个授权缺陷，任何具有管理角色的人都可以将秘密添加到不同的项目容器中。这个缺陷允许网络上的攻击者消耗受保护的资源并导致拒绝服务。
CVE-2022-23456||HP Support Assistant软件中发现潜在的任意文件删除漏洞。
CVE-2022-23457||ESAPI（The OWASP Enterprise Security API）是一个免费、开源的网络应用安全控制库。在2.3.0.0版本之前，`Validator.getValidDirectoryPath(String, String, File, boolean)`的默认实现可能不正确地将测试的输入字符串视为指定父目录的子目录。如果攻击者能够指定代表 "输入 "路径的整个字符串，这有可能使控制流绕过检查被击败。这个漏洞在ESAPI的2.3.0.0版本中得到修补。作为一种变通方法，可以自己编写Validator接口的实现。然而，维护者并不推荐这样做。
CVE-2022-23458Toast UI Grid是一个用于显示和编辑数据的组件。4.21.3之前的版本在将特制的内容粘贴到可编辑的单元格时，容易受到跨站脚本攻击。这个问题在4.21.3版本中得到了修复。目前没有已知的解决方法。
CVE-2022-23459||Jsonxx或Json++是一个用C++编写的JSON分析器、写入器和读取器。在受影响版本的jsonxx中，使用Value类可能通过双倍释放或释放后使用导致内存损坏。值类有一个默认的赋值运算符，它可以与指针类型一起使用，这些指针类型可能指向可改变的数据，而指针本身不会被更新。这个问题存在于jsonxx项目的当前提交中。该项目本身已被归档，预计不会有更新。建议用户找一个替代品。
CVE-2022-23460||Jsonxx或Json++是一个用C++编写的JSON分析器、写入器和阅读器。在受影响的jsonxx版本中，json解析可能导致地址消毒（ASAN）构建中的堆栈耗尽。如果使用jsonxx库的程序崩溃，这个问题可能导致拒绝服务。这个问题存在于jsonxx项目的当前提交中，该项目本身已被归档。预计不会有更新。建议用户找一个替代品。
CVE-2022-23461||Jodit Editor是一个用纯TypeScript编写的WYSIWYG编辑器，没有使用其他库。Jodit Editor在粘贴特殊构造的输入时容易受到XSS攻击。这个问题还没有完全修补好。目前没有已知的解决方法。
CVE-2022-23462||IOWOW是一个C工具库和持久的键/值存储引擎。1.4.15及之前的版本包含一个堆栈缓冲区溢出漏洞，当它解析JSON中存在的科学符号数字时，允许拒绝服务（DOS）。这个问题的补丁在版本库的 "master "分支中的a79d31e4cff1d5a08f665574b29fd885897a28fd提交。除了应用该补丁，没有其他解决方法。
CVE-2022-23463||Nepxion Discovery是Spring Cloud的一个解决方案。Discover在discovery-commons中存在SpEL注入漏洞。DiscoveryExpressionResolver的eval方法正在用StandardEvaluationContext评估表达式，允许表达式到达并与java.lang.Runtime等Java类交互，导致远程代码执行。在发布之时，这个问题还没有补丁。没有已知的解决方法。
CVE-2022-23464||Nepxion Discovery是Spring Cloud的一个解决方案。Discovery存在潜在的服务器端请求伪造（SSRF）漏洞。RouterResourceImpl使用RestTemplate的getForEntity来检索包含用户控制的输入的URL内容，可能会导致信息泄露。在发布之时，该问题没有补丁可用。没有已知的解决方法。
CVE-2022-23465||SwiftTerm是一个Xterm/VT100终端模拟器。在提交a94e6b24d24ce9680ad79884992e1dff8e150a31之前，攻击者可以通过某个字符转义序列修改窗口标题，然后将其插入用户终端的命令行，例如，当用户查看包含恶意序列的文件时，这可能允许攻击者执行任意命令。版本a94e6b24d24ce9680ad79884992e1dff8e150a31包含这个问题的补丁。目前没有已知的解决方法。
CVE-2022-23466||teler是一个实时入侵检测和威胁警报仪表板。2.0.0-rc.4版本之前的teler仪表板存在基于DOM的跨站脚本（XSS）漏洞。当teler从`/events`端点的事件流中请求消息时，仪表板上显示的日志数据没有经过消毒。这只影响认证用户，只有在日志包含DOM脚本有效载荷时，才能根据检测到的威胁进行利用。此漏洞已在版本`v2.0.0-rc.4`中修复。建议用户升级。该漏洞没有已知的解决方法。
CVE-2022-23467||OpenRazer是一个开源的驱动程序和用户空间守护程序，用于控制GNU/Linux上的Razer设备照明和其他功能。攻击者使用修改过的USB设备，可以泄露`razer_attr_read_dpi_stages`的堆栈地址，可能会绕过KASLR。要利用这个漏洞，攻击者需要访问用户的键盘或鼠标，或者需要说服用户使用一个修改过的设备。该问题已在v3.5.1中得到修补。建议用户进行升级，并应提醒用户不要插入未知的USB设备。
CVE-2022-23468||xrdp是一个开源项目，使用微软远程桌面协议（RDP）提供远程机器的图形登录。xrdp < v0.9.21包含xrdp_login_wnd_create()函数中的缓冲区过流。对于这个问题没有已知的解决方法。建议用户升级。
CVE-2022-23469||Traefik是一个开源的HTTP反向代理和负载平衡器。2.9.6之前的版本在Traefik的调试日志中显示授权头，存在潜在的漏洞。在某些情况下，如果日志级别被设置为DEBUG，使用授权头提供的凭证会显示在调试日志中。攻击者必须能够访问用户的日志系统，以使凭证被盗。这个问题已经在2.9.6版本中得到解决。建议用户进行升级。无法升级的用户可以将日志级别设置为 "INFO"、"WARN "或 "ERROR"。
CVE-2022-2347||UBoot中存在一个未检查的长度字段。U-Boot DFU实现没有绑定USB DFU下载设置数据包中的长度字段，也没有验证传输方向是否与指定的命令相一致。因此，如果物理攻击者制作的USB DFU下载设置包的 "wLength "大于4096字节，他们可以写入超过堆分配的请求缓冲区。
CVE-2022-23470||Galaxy是一个用于数据分析的开源平台。由于切换到Gunicorn，Galaxy 22.01和Galaxy 22.05中存在任意文件读取，可用于读取Galaxy运行的操作系统用户可访问的任何文件。这个漏洞影响到Galaxy 22.01和更高版本，在切换到gunicorn后，直接提供静态内容。此外，当使用Nginx或Apache来提供/static/*内容，而不是Galaxy的内部中间件时，该漏洞得到了缓解。这个问题已经在提交的 "e5e6bda4f "中得到修补，并将包含在未来的版本中。建议用户手动修补他们的安装。此漏洞没有已知的解决方法。
CVE-2022-23471||containerd是一个开源的容器运行时间。在containd的CRI实现中发现一个漏洞，用户可以耗尽主机上的内存。在CRI流服务器中，如果要求使用TTY，会启动一个goroutine来处理终端调整事件。如果用户的进程由于例如错误的命令而无法启动，goroutine就会在没有接收器的情况下卡住等待发送，导致内存泄漏。Kubernetes和crictl都可以被配置为使用containerd的CRI实现，流服务器用于处理容器IO。这个错误已经在containerd 1.6.12和1.5.16中得到修复。用户应该升级到这些版本以解决这个问题。无法升级的用户应确保只使用受信任的图像和命令，并且只有受信任的用户才有权限在运行的容器中执行命令。
CVE-2022-23472||Passeo是一个开源的python密码生成器。1.0.5之前的版本依赖python`random`库进行随机值选择。python `random`库警告说，由于它依赖于非加密安全的随机数生成器，所以不应该用于安全目的。因此，一个有动机的攻击者可能能够猜出生成的密码。这个问题已经在1.0.5版本中得到解决。建议用户进行升级。这个漏洞没有已知的解决方法。
CVE-2022-23473||Tuleap是一个开源套件，用于改善软件开发和协作的管理。在14.2.99.148之前的版本中，访问MediaWiki独立资源时，授权没有得到正确验证。对页面有只读权限的用户也能编辑它们。这只影响到MediaWiki独立插件。这个问题在Tuleap社区版14.2.99.148、Tuleap企业版14.2-5和Tuleap企业版14.1-6版本中得到修补。
