CVE-2018-21098||NETGEAR R7800设备在1.0.2.60之前受认证用户的命令注入影响。
CVE-2018-3254||Oracle Fusion Middleware的Oracle WebCenter Portal组件（子组件：WebCenter Spaces Application）中存在漏洞。受影响的支持版本为11.1.1.9.0和12.2.1.3.0。容易被利用的漏洞允许未经认证的攻击者通过HTTP的网络访问来破坏Oracle WebCenter Portal。对该漏洞的成功攻击可导致对Oracle WebCenter Portal可访问数据子集的未授权读取访问。CVSS 3.0基础得分5.3（保密性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N）。
CVE-2018-3255||在Oracle PeopleSoft产品的PeopleSoft Enterprise PeopleTools组件（子组件：Fluid Core）中存在漏洞。受影响的支持版本为8.55、8.56和8.57。容易被利用的漏洞允许未经认证的攻击者通过HTTP的网络访问来破坏PeopleSoft Enterprise PeopleTools。成功的攻击需要攻击者以外的人的互动，虽然该漏洞是在PeopleSoft Enterprise PeopleTools中，但攻击可能会严重影响其他产品。对该漏洞的成功攻击可能导致对PeopleSoft Enterprise PeopleTools的一些可访问数据进行未经授权的更新、插入或删除访问，以及对PeopleSoft Enterprise PeopleTools可访问数据的子集进行未经授权的读取访问。CVSS 3.0基础得分6.1（保密性和完整性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N）。
CVE-2018-3256||Oracle电子商务套件的Oracle电子邮件中心组件（子组件：消息显示）中存在漏洞。受影响的支持版本为12.1.1、12.1.2、12.1.3、12.2.3、12.2.4、12.2.5、12.2.6和12.2.7。容易被利用的漏洞允许未认证的攻击者通过HTTP的网络访问来破坏Oracle电子邮件中心。成功的攻击需要攻击者以外的人的互动，虽然该漏洞是在Oracle电子邮件中心，但攻击可能会严重影响其他产品。对该漏洞的成功攻击可能会导致对Oracle邮件中心的一些可访问数据进行未经授权的更新、插入或删除。CVSS 3.0基础得分4.7（完整性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:N/I:L/A:N）。
CVE-2018-3257||Oracle PeopleSoft产品的PeopleSoft Enterprise PeopleTools组件（子组件：PIA核心技术）中存在漏洞。受影响的支持版本为8.55和8.56。容易被利用的漏洞允许未认证的攻击者通过HTTP的网络访问来破坏PeopleSoft Enterprise PeopleTools。成功的攻击需要攻击者以外的人的互动，虽然该漏洞存在于PeopleSoft Enterprise PeopleTools中，但攻击可能会对其他产品产生重大影响。对该漏洞的成功攻击可能导致对PeopleSoft Enterprise PeopleTools的一些可访问数据进行未经授权的更新、插入或删除访问，以及对PeopleSoft Enterprise PeopleTools可访问数据的子集进行未经授权的读取访问。CVSS 3.0基础得分6.1（保密性和完整性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N）。
CVE-2018-3258||Oracle MySQL的MySQL连接器组件（子组件：Connector/J）中存在漏洞。受影响的支持版本为8.0.12及之前的版本。容易被利用的漏洞允许有网络访问权的低权限攻击者通过多种协议破坏MySQL连接器。对该漏洞的成功攻击可导致对MySQL连接器的接管。CVSS 3.0基础得分8.8（机密性、完整性和可用性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H）。
CVE-2018-3259||Oracle数据库服务器的Java VM组件中存在漏洞。受影响的支持版本为11.2.0.4、12.1.0.2、12.2.0.1和18c。容易被利用的漏洞允许未经认证的攻击者通过多种协议进行网络访问，从而破坏了Java VM。对该漏洞的成功攻击可导致接管Java VM。CVSS 3.0基础得分9.8（机密性、完整性和可用性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H）。
CVE-2018-3261||在Oracle PeopleSoft产品的PeopleSoft Enterprise PeopleTools组件（子组件：集成代理）中存在漏洞。受影响的支持版本为8.55、8.56和8.57。容易被利用的漏洞允许未认证的攻击者通过HTTP的网络访问控制PeopleSoft Enterprise PeopleTools。对该漏洞的成功攻击可导致对PeopleSoft Enterprise PeopleTools可访问数据子集的未授权读取访问。CVSS 3.0基础得分5.3（保密性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N）。
CVE-2018-3262||Oracle PeopleSoft产品的PeopleSoft Enterprise PeopleTools组件（子组件：样式表）中存在漏洞。受影响的支持版本为8.55、8.56和8.57。容易被利用的漏洞允许未认证的攻击者通过HTTP的网络访问来破坏PeopleSoft Enterprise PeopleTools。成功的攻击需要攻击者以外的人的互动，虽然该漏洞是在PeopleSoft Enterprise PeopleTools中，但攻击可能会严重影响其他产品。对该漏洞的成功攻击可能导致对PeopleSoft Enterprise PeopleTools的一些可访问数据进行未经授权的更新、插入或删除。CVSS 3.0基础得分4.7（完整性影响）。CVSS向量：（CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:N/I:L/A:N）。
CVE-2018-3263||Oracle Sun Systems Products Suite 的 Solaris 组件（子组件：Sudo）中存在漏洞。受影响的支持版本为11.3。难以利用的漏洞允许未认证的攻击者通过多种协议进行网络访问，从而破坏Solaris。对该漏洞的成功攻击可导致对某些Solaris可访问数据的未经授权的更新、插入或删除访问，以及对Solaris可访问数据子集的未经授权的读取访问，并可导致Solaris的部分拒绝服务（部分DOS）。CVSS 3.0基础得分5.6（保密性、完整性和可用性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:L）。
CVE-2018-3264||Oracle Sun Systems Products Suite 的 Solaris 组件（子组件：内核）存在漏洞。受影响的支持版本为11.3。容易被利用的漏洞允许登录到Solaris执行的基础设施的低权限攻击者损害Solaris。对该漏洞的成功攻击可导致未经授权更新、插入或删除Solaris的一些可访问数据，以及未经授权导致Solaris的部分拒绝服务（部分DOS）。CVSS 3.0基础得分4.4（完整性和可用性影响）。CVSS矢量：（CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:L）。
CVE-2018-3265||Oracle Sun Systems Products Suite 的 Solaris 组件（子组件：Zones）存在漏洞。受影响的支持版本为11.3。难以利用的漏洞允许未认证的攻击者在登录到Solaris执行的基础设施后，损害Solaris。对该漏洞的成功攻击可导致对某些Solaris可访问数据的未经授权的更新、插入或删除访问，以及对Solaris可访问数据子集的未经授权的读取访问，并可导致Solaris的部分拒绝服务（部分DOS）。CVSS 3.0基础得分4.9（保密性、完整性和可用性影响）。CVSS矢量：（CVSS:3.0/AV:L/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:L）。
CVE-2018-3266||Oracle Sun Systems Products Suite的Solaris组件（子组件：验证启动）中存在漏洞。受影响的支持版本为11.3。难以利用的漏洞允许具有登录到Solaris执行的基础设施的高权限攻击者损害Solaris。对该漏洞的成功攻击可导致对某些Solaris可访问数据的未经授权的更新、插入或删除访问，以及对Solaris可访问数据子集的未经授权的读取访问，并可导致Solaris的部分拒绝服务（部分DOS）。CVSS 3.0基础得分3.9（机密性、完整性和可用性影响）。CVSS矢量：（CVSS:3.0/AV:L/AC:H/PR:H/UI:N/S:U/C:L/I:L/A:L）。
CVE-2018-3267||Oracle Sun Systems Products Suite 的 Solaris 组件（子组件：LFTP）存在漏洞。受影响的支持版本为11.3。容易被利用的漏洞允许未认证的攻击者通过FTP的网络访问来损害Solaris。对该漏洞的成功攻击可导致对Solaris可访问数据子集的未授权读取访问。CVSS 3.0基础得分5.3（保密性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N）。
CVE-2018-3268||Oracle Sun Systems Products Suite 的 Solaris 组件（子组件：SMB 服务器）存在漏洞。受影响的支持版本为11.3。容易被利用的漏洞允许通过SMB进行网络访问的未经认证的攻击者损害Solaris。对该漏洞的成功攻击可导致未经授权的能力，造成Solaris的部分拒绝服务（部分DOS）。CVSS 3.0基础得分5.3（可用性影响）。CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L)。
CVE-2018-3269||Oracle Sun Systems Products Suite 的 Solaris 组件（子组件：SMB 服务器）中存在漏洞。受影响的支持版本为11.3。容易被利用的漏洞允许通过SMB进行网络访问的低权限攻击者损害Solaris。成功攻击该漏洞可导致未经授权的能力，造成Solaris的部分拒绝服务（部分DOS）。CVSS 3.0基础得分4.3（可用性影响）。CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:L)。
CVE-2018-3270||Oracle Sun Systems Products Suite 的 Solaris 组件（子组件：内核）中存在漏洞。受影响的支持版本为11.3。难以利用的漏洞允许具有登录到Solaris执行的基础设施的高权限攻击者损害Solaris。成功的攻击需要攻击者以外的人的互动。对该漏洞的成功攻击可导致未经授权的能力，造成Solaris的部分拒绝服务（部分DOS）。CVSS 3.0基础得分1.8（可用性影响）。CVSS Vector: (CVSS:3.0/AV:L/AC:H/PR:H/UI:R/S:U/C:N/I:N/A:L)。
CVE-2018-3271||Oracle Sun Systems Products Suite 的 Solaris 组件（子组件：Kernel Zones）中存在漏洞。受影响的支持版本为11.3。难以利用的漏洞允许登录到Solaris执行的基础设施的高权限攻击者破坏Solaris。虽然该漏洞存在于Solaris中，但攻击可能会严重影响其他产品。对该漏洞的成功攻击可导致未经授权的能力，导致Solaris的挂起或经常重复的崩溃（完全DOS）。CVSS 3.0基础得分5.3（可用性影响）。CVSS Vector: (CVSS:3.0/AV:L/AC:H/PR:H/UI:N/S:C/C:N/I:N/A:H)。
CVE-2018-3272||Oracle Sun Systems Products Suite 的 Solaris 组件（子组件：Kernel Zones Virtualized NIC Driver）中存在漏洞。受影响的支持版本为11.3。容易被利用的漏洞允许未经认证的攻击者在登录到Solaris执行的基础设施后，破坏Solaris。对该漏洞的成功攻击可导致未经授权的能力，导致Solaris的挂起或经常重复的崩溃（完全DOS）。CVSS 3.0基础得分6.2（可用性影响）。CVSS Vector: (CVSS:3.0/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H)。
CVE-2018-3273||Oracle Sun Systems Products Suite的Solaris组件中存在漏洞（子组件。远程管理守护程序（RAD））。受影响的支持版本为11.3。容易被利用的漏洞允许未认证的攻击者通过多种协议进行网络访问，从而破坏Solaris。成功的攻击需要攻击者以外的人的互动。对该漏洞的成功攻击可导致对关键数据或所有Solaris可访问数据的未授权创建、删除或修改访问，以及对关键数据的未授权访问或对所有Solaris可访问数据的完全访问。CVSS 3.0基础得分8.1（保密性和完整性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:N）。
CVE-2018-3274||Oracle Sun Systems Products Suite 的 Solaris 组件（子组件：内核）存在漏洞。受影响的支持版本为11.3。容易被利用的漏洞允许通过SMB进行网络访问的低权限攻击者损害Solaris。成功的攻击需要攻击者以外的人的互动。对该漏洞的成功攻击可导致未经授权的能力，导致Solaris的挂起或经常重复的崩溃（完全DOS）。CVSS 3.0基础得分5.7（可用性影响）。CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:L/UI:R/S:U/C:N/I:N/A:H)。
CVE-2018-3275||Oracle Sun Systems Products Suite 的 Solaris 组件（子组件：LibKMIP）中存在漏洞。受影响的支持版本为11.3。难以利用的漏洞允许未认证的攻击者通过多种协议进行网络访问，从而破坏Solaris。对该漏洞的成功攻击可导致对关键数据或所有Solaris可访问数据的未授权创建、删除或修改访问，以及对关键数据的未授权访问或对所有Solaris可访问数据的完全访问。CVSS 3.0基础得分7.4（保密性和完整性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:N）。
CVE-2018-3276||Oracle MySQL的MySQL Server组件（子组件：Server: Memcached）中存在漏洞。受影响的支持版本为5.6.41及以前版本、5.7.23及以前版本和8.0.12及以前版本。容易被利用的漏洞允许具有网络访问权的高权限攻击者通过多种协议破坏MySQL服务器。对该漏洞的成功攻击可导致未经授权的MySQL服务器挂起或经常重复崩溃（完全DOS）的能力。CVSS 3.0基础得分4.9（可用性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H）。
CVE-2018-3277||Oracle MySQL的MySQL Server组件（子组件：InnoDB）中存在漏洞。受影响的支持版本为5.7.23及之前的版本和8.0.12及之前的版本。容易被利用的漏洞允许具有网络访问权的高权限攻击者通过多种协议破坏MySQL服务器。对该漏洞的成功攻击可导致未经授权的能力，导致MySQL服务器挂起或经常重复崩溃（完全DOS）。CVSS 3.0基础得分4.9（可用性影响）。CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H).
CVE-2018-3278||在Oracle MySQL的MySQL服务器组件中存在漏洞（子组件：服务器：RBR）。受影响的支持版本为5.6.41及以前版本、5.7.23及以前版本和8.0.12及以前版本。容易被利用的漏洞允许具有网络访问权的高权限攻击者通过多种协议破坏MySQL服务器。对该漏洞的成功攻击可导致未经授权的MySQL服务器挂起或经常重复崩溃（完全DOS）的能力。CVSS 3.0基础得分4.9（可用性影响）。CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H).
CVE-2018-3279||Oracle MySQL的MySQL服务器组件中存在漏洞（子组件：服务器：安全：角色）。受影响的支持版本为8.0.12及之前的版本。容易被利用的漏洞允许具有网络访问权的高权限攻击者通过多种协议破坏MySQL服务器。对该漏洞的成功攻击可导致未经授权的能力，导致MySQL服务器挂起或经常重复崩溃（完全DOS）。CVSS 3.0基础得分4.9（可用性影响）。CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H).
CVE-2018-3280||Oracle MySQL的MySQL Server组件中存在漏洞（子组件：Server: JSON）。受影响的支持版本为8.0.12及之前的版本。容易被利用的漏洞允许具有网络访问权的高权限攻击者通过多种协议破坏MySQL服务器。成功攻击该漏洞可导致未经授权的能力，导致MySQL服务器挂起或经常重复崩溃（完全DOS）。CVSS 3.0基础得分4.9（可用性影响）。CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H).
CVE-2018-3281||Oracle建筑与工程套件的Primavera P6企业项目组合管理组件中的漏洞（子组件：Web Access）。受影响的支持版本有8.4、15.1、15.2、16.1、16.2、17.7-17.12和18.8。容易被利用的漏洞允许未认证的攻击者通过HTTP的网络访问来破坏Primavera P6企业项目组合管理。成功的攻击需要攻击者以外的人的互动，虽然该漏洞在Primavera P6 Enterprise Project Portfolio Management中存在，但攻击可能会对其他产品产生重大影响。对该漏洞的成功攻击可能导致对Primavera P6 Enterprise Project Portfolio Management的部分可访问数据进行未经授权的更新、插入或删除，以及对Primavera P6 Enterprise Project Portfolio Management的部分可访问数据进行未经授权的读取。CVSS 3.0基础得分6.1（保密性和完整性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N）。
CVE-2018-3282||Oracle MySQL的MySQL Server组件（子组件：服务器：存储引擎）中存在漏洞。受影响的支持版本为5.5.61及以前版本、5.6.41及以前版本、5.7.23及以前版本和8.0.12及以前版本。容易被利用的漏洞允许具有网络访问权的高权限攻击者通过多种协议破坏MySQL服务器。对该漏洞的成功攻击可导致未经授权的MySQL服务器挂起或经常重复崩溃（完全DOS）的能力。CVSS 3.0基础得分4.9（可用性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H）。
CVE-2018-3283||在Oracle MySQL的MySQL Server组件中存在漏洞（子组件：Server: Logging）。受影响的支持版本为5.7.23及之前的版本和8.0.12及之前的版本。难以利用的漏洞允许具有网络访问权的高权限攻击者通过多种协议破坏MySQL服务器。对该漏洞的成功攻击可导致未经授权的能力，导致MySQL服务器挂起或经常重复崩溃（完全DOS）。CVSS 3.0基础得分4.4（可用性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:H/PR:H/UI:N/S:U/C:N/I:N/A:H）。
CVE-2018-3284||Oracle MySQL的MySQL Server组件（子组件：InnoDB）中存在漏洞。受影响的支持版本为5.7.23及之前的版本和8.0.12及之前的版本。难以利用的漏洞允许具有网络访问权的高权限攻击者通过多种协议破坏MySQL服务器。对该漏洞的成功攻击可导致未经授权的能力，导致MySQL服务器挂起或经常重复崩溃（完全DOS）。CVSS 3.0基础得分4.4（可用性影响）。CVSS矢量: (CVSS:3.0/AV:N/AC:H/PR:H/UI:N/S:U/C:N/I:N/A:H)。
CVE-2018-3285||Oracle MySQL的MySQL Server组件中存在漏洞（子组件：服务器：Windows）。受影响的支持版本为8.0.12及之前的版本。容易被利用的漏洞允许具有网络访问权的高权限攻击者通过多种协议破坏MySQL服务器。成功攻击该漏洞可导致未经授权的能力，导致MySQL服务器挂起或经常重复崩溃（完全DOS）。CVSS 3.0基础得分4.9（可用性影响）。CVSS矢量: (CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H)。
CVE-2018-3286||Oracle MySQL的MySQL Server组件中存在漏洞（子组件：服务器：安全：权限）。受影响的支持版本为8.0.12及之前的版本。容易被利用的漏洞允许具有网络访问权的低权限攻击者通过多种协议破坏MySQL服务器。对该漏洞的成功攻击可导致对某些MySQL服务器可访问数据的未授权更新、插入或删除访问。CVSS 3.0基础得分4.3（完整性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N）。
CVE-2018-3287||Oracle虚拟化的Oracle VM VirtualBox组件（子组件：核心）中存在漏洞。受影响的支持版本为5.2.20之前。容易被利用的漏洞允许未经认证的攻击者在登录到Oracle VM VirtualBox执行的基础设施后，破坏Oracle VM VirtualBox。成功的攻击需要攻击者以外的人的互动，虽然该漏洞是在Oracle VM VirtualBox中，但攻击可能会严重影响其他产品。对该漏洞的成功攻击可导致对Oracle VM VirtualBox的接管。CVSS 3.0基础得分8.6（保密性、完整性和可用性影响）。CVSS向量：（CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H）。
CVE-2018-3288||Oracle虚拟化的Oracle VM VirtualBox组件（子组件：核心）中存在漏洞。受影响的支持版本为5.2.20之前。容易被利用的漏洞允许未经认证的攻击者在登录到Oracle VM VirtualBox执行的基础设施后，破坏Oracle VM VirtualBox。成功的攻击需要攻击者以外的人的互动，虽然该漏洞是在Oracle VM VirtualBox中，但攻击可能会严重影响其他产品。对该漏洞的成功攻击可导致对Oracle VM VirtualBox的接管。CVSS 3.0基础得分8.6（保密性、完整性和可用性影响）。CVSS矢量：（CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H）。
CVE-2018-3289||Oracle虚拟化的Oracle VM VirtualBox组件（子组件：核心）中存在漏洞。受影响的支持版本为5.2.20之前。容易被利用的漏洞允许未经认证的攻击者在登录到Oracle VM VirtualBox执行的基础设施后，破坏Oracle VM VirtualBox。成功的攻击需要攻击者以外的人的互动，虽然该漏洞是在Oracle VM VirtualBox中，但攻击可能会严重影响其他产品。对该漏洞的成功攻击可导致对Oracle VM VirtualBox的接管。CVSS 3.0基础得分8.6（保密性、完整性和可用性影响）。CVSS矢量：（CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H）。
CVE-2018-3290||Oracle虚拟化的Oracle VM VirtualBox组件（子组件：核心）中存在漏洞。受影响的支持版本为5.2.20之前。容易被利用的漏洞允许未经认证的攻击者在登录到Oracle VM VirtualBox执行的基础设施后，破坏Oracle VM VirtualBox。成功的攻击需要攻击者以外的人的互动，虽然该漏洞是在Oracle VM VirtualBox中，但攻击可能会严重影响其他产品。对该漏洞的成功攻击可导致对Oracle VM VirtualBox的接管。CVSS 3.0基础得分8.6（保密性、完整性和可用性影响）。CVSS矢量：（CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H）。
CVE-2018-3291||Oracle虚拟化的Oracle VM VirtualBox组件（子组件：核心）中存在漏洞。受影响的支持版本为5.2.20之前。容易被利用的漏洞允许未经认证的攻击者在登录到Oracle VM VirtualBox执行的基础设施后，破坏Oracle VM VirtualBox。成功的攻击需要攻击者以外的人的互动，虽然该漏洞是在Oracle VM VirtualBox中，但攻击可能会严重影响其他产品。对该漏洞的成功攻击可导致对Oracle VM VirtualBox的接管。CVSS 3.0基础得分8.6（保密性、完整性和可用性影响）。CVSS矢量：（CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H）。
CVE-2018-3292||Oracle虚拟化的Oracle VM VirtualBox组件（子组件：核心）中存在漏洞。受影响的支持版本为5.2.20之前。容易被利用的漏洞允许未经认证的攻击者在登录到Oracle VM VirtualBox执行的基础设施后，破坏Oracle VM VirtualBox。成功的攻击需要攻击者以外的人的互动，虽然该漏洞是在Oracle VM VirtualBox中，但攻击可能会严重影响其他产品。对该漏洞的成功攻击可导致对Oracle VM VirtualBox的接管。CVSS 3.0基础得分8.6（保密性、完整性和可用性影响）。CVSS向量：（CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H）。
CVE-2018-3293||Oracle虚拟化的Oracle VM VirtualBox组件（子组件：核心）中存在漏洞。受影响的支持版本为5.2.20之前。容易被利用的漏洞允许未经认证的攻击者在登录到Oracle VM VirtualBox执行的基础设施后，破坏Oracle VM VirtualBox。成功的攻击需要攻击者以外的人的互动，虽然该漏洞是在Oracle VM VirtualBox中，但攻击可能会严重影响其他产品。对该漏洞的成功攻击可导致对Oracle VM VirtualBox的接管。CVSS 3.0基础得分8.6（保密性、完整性和可用性影响）。CVSS矢量：（CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H）。
CVE-2018-3294||Oracle虚拟化的Oracle VM VirtualBox组件（子组件：核心）中存在漏洞。受影响的支持版本为5.2.20之前。容易被利用的漏洞允许通过VRDP访问网络的低权限攻击者破坏Oracle VM VirtualBox。成功的攻击需要攻击者以外的人的互动，虽然该漏洞是在Oracle VM VirtualBox中，但攻击可能会严重影响其他产品。对该漏洞的成功攻击可导致对Oracle VM VirtualBox的接管。CVSS 3.0基础得分9.0（保密性、完整性和可用性影响）。CVSS向量：（CVSS:3.0/AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:H/A:H）。
CVE-2018-3295||Oracle虚拟化的Oracle VM VirtualBox组件（子组件：核心）中存在漏洞。受影响的支持版本为5.2.20之前。容易被利用的漏洞允许未经认证的攻击者在登录到Oracle VM VirtualBox执行的基础设施后，破坏Oracle VM VirtualBox。成功的攻击需要攻击者以外的人的互动，虽然该漏洞是在Oracle VM VirtualBox中，但攻击可能会严重影响其他产品。对该漏洞的成功攻击可导致对Oracle VM VirtualBox的接管。CVSS 3.0基础得分8.6（保密性、完整性和可用性影响）。CVSS向量：（CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H）。
CVE-2018-3296||Oracle虚拟化的Oracle VM VirtualBox组件（子组件：核心）中存在漏洞。受影响的支持版本为5.2.20之前。容易被利用的漏洞允许未经认证的攻击者在登录到Oracle VM VirtualBox执行的基础设施后，破坏Oracle VM VirtualBox。成功的攻击需要攻击者以外的人的互动，虽然该漏洞是在Oracle VM VirtualBox中，但攻击可能会严重影响其他产品。对该漏洞的成功攻击可导致对Oracle VM VirtualBox的接管。CVSS 3.0基础得分8.6（保密性、完整性和可用性影响）。CVSS矢量：（CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H）。
CVE-2018-3297||Oracle虚拟化的Oracle VM VirtualBox组件（子组件：核心）中存在漏洞。受影响的支持版本为5.2.20之前。容易被利用的漏洞允许未经认证的攻击者在登录到Oracle VM VirtualBox执行的基础设施后，破坏Oracle VM VirtualBox。成功的攻击需要攻击者以外的人的互动，虽然该漏洞是在Oracle VM VirtualBox中，但攻击可能会严重影响其他产品。对该漏洞的成功攻击可导致对Oracle VM VirtualBox的接管。CVSS 3.0基础得分8.6（保密性、完整性和可用性影响）。CVSS矢量：（CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H）。
CVE-2018-3298||Oracle虚拟化的Oracle VM VirtualBox组件（子组件：Core）中存在漏洞。受影响的支持版本为5.2.20之前。容易被利用的漏洞允许未经认证的攻击者在登录到Oracle VM VirtualBox执行的基础设施后，破坏Oracle VM VirtualBox。成功的攻击需要攻击者以外的人的互动，虽然该漏洞是在Oracle VM VirtualBox中，但攻击可能会严重影响其他产品。对该漏洞的成功攻击可导致对Oracle VM VirtualBox的接管。CVSS 3.0基础得分8.6（保密性、完整性和可用性影响）。CVSS向量：（CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H）。
CVE-2018-3299||Oracle数据库服务器的Oracle Text组件中存在漏洞。受影响的支持版本为11.2.0.4、12.1.0.2和12.2.0.1。容易被利用的漏洞允许未认证的攻击者通过多种协议进行网络访问，从而破坏Oracle Text。成功的攻击需要攻击者以外的人的互动，虽然该漏洞是在Oracle Text中，但攻击可能会大大影响其他产品。对该漏洞的成功攻击可能导致未经授权的能力，导致Oracle Text的挂起或经常重复的崩溃（完全DOS），以及未经授权的更新、插入或删除对Oracle Text的一些可访问数据的访问。CVSS 3.0基础得分8.2（完整性和可用性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:N/I:L/A:H）。
CVE-2018-3300||在Oracle Retail Applications的Oracle Retail Xstore Office产品（组件：内部操作）中存在漏洞。受影响的支持版本为7.1。容易被利用的漏洞允许具有网络访问权限的低权限攻击者通过HTTP来破坏Oracle Retail Xstore Office。对该漏洞的成功攻击可导致对某些Oracle Retail Xstore Office可访问数据的未授权更新、插入或删除访问，以及对Oracle Retail Xstore Office可访问数据子集的未授权读取访问。CVSS 3.0基础得分5.4（保密性和完整性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N）。
CVE-2018-3301||Oracle PeopleSoft产品的PeopleSoft Enterprise PeopleTools组件（子组件：PIA核心技术）中存在漏洞。受影响的支持版本为8.55和8.56。容易被利用的漏洞允许未认证的攻击者通过HTTP的网络访问来破坏PeopleSoft Enterprise PeopleTools。成功的攻击需要攻击者以外的人的互动，虽然该漏洞存在于PeopleSoft Enterprise PeopleTools中，但攻击可能会对其他产品产生重大影响。对该漏洞的成功攻击可能导致对PeopleSoft Enterprise PeopleTools的一些可访问数据进行未经授权的更新、插入或删除访问，以及对PeopleSoft Enterprise PeopleTools可访问数据的子集进行未经授权的读取访问。CVSS 3.0基础得分6.1（保密性和完整性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N）。
CVE-2018-3302||Oracle Fusion Middleware的Oracle Outside In Technology组件（子组件：Outside In Filters）中存在漏洞。受影响的支持版本为8.5.3和8.5.4。容易被利用的漏洞允许未经认证的攻击者通过HTTP的网络访问来破坏Oracle Outside In Technology。成功的攻击需要攻击者以外的人的互动。对该漏洞的成功攻击可导致未经授权的能力，导致Oracle Outside In Technology的挂起或经常重复的崩溃（完全DOS），以及未经授权的对Oracle Outside In Technology可访问数据子集的读取访问。注意：Outside In Technology是一套软件开发工具包（SDK）。协议和CVSS得分取决于使用Outside In Technology代码的软件。CVSS得分假定软件将通过网络收到的数据直接传递给Outside In Technology代码，但如果没有通过网络收到数据，CVSS得分可能会更低。CVSS 3.0基础得分7.1（保密性和可用性影响）。CVSS矢量: (CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:H)。
